dataset,estimator,shift_type,cost_type,n_samples,method,parameter,prune_level,merge_level,validity (before),validity (after),cost,plausibility,sparsity,time,time per samples
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,1.0,1,0.59,0.36,7.0995835409919295,0.44366899393700715,2.966101694915254,0.9825160503387451,0.009825160503387451
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,1.0,1,0.44,0.3,6.843377013885788,0.44128022199356975,3.0227272727272734,0.9825160503387451,0.009825160503387451
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,1.0,2,1.0,0.27,3.136112472441514,0.4595154806550595,2.7,9.93582272529602,0.0993582272529602
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,1.0,2,1.0,0.42,4.349671746287426,0.4568643771801252,3.1999999999999993,9.93582272529602,0.0993582272529602
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,1.0,2,0.99,0.49,5.513633104540196,0.4574225337975162,3.4949494949494957,9.93582272529602,0.0993582272529602
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,1.0,2,0.97,0.53,6.243038886514455,0.4583927238685371,3.762886597938144,9.93582272529602,0.0993582272529602
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,1.0,2,0.97,0.52,8.133122109065352,0.46015653465632245,4.226804123711341,9.93582272529602,0.0993582272529602
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,0.5,1,0.91,0.31,3.690369092278191,0.4561150666183743,2.3406593406593403,0.5598740577697754,0.005598740577697754
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,0.5,1,0.85,0.42,5.205208240394185,0.4553398673908262,2.8235294117647056,0.5598740577697754,0.005598740577697754
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,0.5,1,0.67,0.41,6.105839921670224,0.45657681654629756,2.82089552238806,0.5598740577697754,0.005598740577697754
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,0.5,1,0.51,0.36,6.58081752252853,0.45323654632902377,2.843137254901961,0.5598740577697754,0.005598740577697754
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,0.5,1,0.37,0.3,6.813913149537136,0.4538551511602874,2.9729729729729732,0.5598740577697754,0.005598740577697754
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,0.5,2,1.0,0.27,3.335912851917222,0.44961373800619386,2.77,6.208324909210205,0.06208324909210205
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,0.5,2,1.0,0.4,4.486710988049169,0.4489660810884471,3.1499999999999995,6.208324909210205,0.06208324909210205
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,0.5,2,0.99,0.45,5.626770887373387,0.4494391835335625,3.525252525252525,6.208324909210205,0.06208324909210205
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,0.5,2,0.96,0.53,6.854075105551633,0.45101487283001235,3.718750000000001,6.208324909210205,0.06208324909210205
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,0.5,2,0.92,0.51,7.757221911452941,0.44896748576303336,4.16304347826087,6.208324909210205,0.06208324909210205
FICO,XGBoost,split,tlps,100,Baseline,0.0,1.0,1,1.0,0.22,1.3325818830537284,0.4572125611889328,1.79,0.7615013122558594,0.007615013122558594
FICO,XGBoost,split,tlps,100,Baseline,0.0,1.0,2,1.0,0.24,1.1310081193448893,0.45468429296257007,1.96,6.6452131271362305,0.0664521312713623
FICO,XGBoost,split,tlps,100,Baseline,0.0,0.5,1,1.0,0.25,1.7548472458366766,0.45917469864536964,1.76,0.398500919342041,0.00398500919342041
FICO,XGBoost,split,tlps,100,Baseline,0.0,0.5,2,1.0,0.24,1.3685090912416487,0.44857842697796463,1.99,4.236504077911377,0.042365040779113766
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,1.0,1,0.93,0.37,4.493002282293228,0.45352448698562464,2.655913978494623,0.7237601280212402,0.0072376012802124025
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,1.0,1,0.84,0.43,5.705582050387953,0.453071494770982,2.7857142857142856,0.7237601280212402,0.0072376012802124025
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,1.0,1,0.72,0.42,7.668835520185537,0.4538942498519766,3.111111111111111,0.7237601280212402,0.0072376012802124025
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,1.0,1,0.51,0.4,8.444459489565387,0.45596340330356244,3.1568627450980387,0.7237601280212402,0.0072376012802124025
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,1.0,1,0.31,0.3,9.13931389350813,0.4641844486155232,3.258064516129032,0.7237601280212402,0.0072376012802124025
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,1.0,2,1.0,0.31,3.053308940708253,0.4595030544863416,2.9999999999999996,6.676898002624512,0.06676898002624512
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,1.0,2,1.0,0.33,4.331205687173865,0.46069478237895956,3.17,6.676898002624512,0.06676898002624512
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,1.0,2,1.0,0.36,5.677940669654884,0.46458629542185925,3.54,6.676898002624512,0.06676898002624512
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,1.0,2,0.97,0.47,7.494591992976566,0.4678996145013336,3.907216494845361,6.676898002624512,0.06676898002624512
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,1.0,2,0.91,0.54,9.765913229844355,0.4691770646742374,4.32967032967033,6.676898002624512,0.06676898002624512
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,0.5,1,0.87,0.38,4.485342467327887,0.45276570977085423,2.5517241379310347,0.3958618640899658,0.0039586186408996586
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,0.5,1,0.76,0.39,5.912402720267103,0.4512400326243533,2.7763157894736836,0.3958618640899658,0.0039586186408996586
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,0.5,1,0.59,0.4,6.820314070385359,0.45818614055542356,2.9661016949152543,0.3958618640899658,0.0039586186408996586
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,0.5,1,0.41,0.3,8.860508925852335,0.46294202126222245,3.26829268292683,0.3958618640899658,0.0039586186408996586
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,0.5,1,0.22,0.26,8.938000141920623,0.46402425942234854,3.454545454545454,0.3958618640899658,0.0039586186408996586
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,0.5,2,1.0,0.37,3.968677732780333,0.45513330062808666,3.1099999999999994,4.265884160995483,0.04265884160995483
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,0.5,2,1.0,0.45,5.138940675943854,0.45663751869109726,3.4299999999999997,4.265884160995483,0.04265884160995483
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,0.5,2,1.0,0.6,6.838471011806622,0.458287499235824,3.81,4.265884160995483,0.04265884160995483
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,0.5,2,0.95,0.58,8.185187750950913,0.4593118020492085,4.136842105263157,4.265884160995483,0.04265884160995483
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,0.5,2,0.85,0.55,10.154757509158962,0.46131534197476903,4.588235294117647,4.265884160995483,0.04265884160995483
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,1.0,1,0.92,0.38,4.045382659293156,0.45161697189359634,2.5760869565217392,0.9104409217834473,0.009104409217834473
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,1.0,1,0.83,0.47,6.174151218125851,0.4507648894600782,2.963855421686747,0.9104409217834473,0.009104409217834473
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,1.0,1,0.73,0.39,7.888090621925171,0.4500922030199197,3.0958904109589036,0.9104409217834473,0.009104409217834473
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,1.0,1,0.52,0.39,6.438148325427452,0.44055965098415,3.0961538461538463,0.9104409217834473,0.009104409217834473
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,1.0,1,0.41,0.4,8.127571594868133,0.4487599395983681,2.9756097560975614,0.9104409217834473,0.009104409217834473
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,1.0,2,1.0,0.26,2.944866173392129,0.4595338420192121,2.9499999999999997,8.6126070022583,0.086126070022583
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,1.0,2,1.0,0.39,4.584358194050999,0.4633974516591452,3.29,8.6126070022583,0.086126070022583
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,1.0,2,0.97,0.38,5.889080837881072,0.46528919633570565,3.494845360824742,8.6126070022583,0.086126070022583
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,1.0,2,0.94,0.52,6.914622775627515,0.4653035580873221,3.829787234042553,8.6126070022583,0.086126070022583
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,1.0,2,0.89,0.52,8.469597859525926,0.4608366929314253,4.146067415730337,8.6126070022583,0.086126070022583
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,0.5,1,0.88,0.37,4.486330962415706,0.446256261697849,2.5681818181818183,0.5498497486114502,0.005498497486114502
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,0.5,1,0.76,0.44,5.844216869507827,0.4437066963478433,2.9078947368421044,0.5498497486114502,0.005498497486114502
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,0.5,1,0.59,0.37,6.305142981572026,0.44700371590716304,2.898305084745763,0.5498497486114502,0.005498497486114502
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,0.5,1,0.45,0.4,7.384992466554856,0.44366890801060066,3.022222222222222,0.5498497486114502,0.005498497486114502
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,0.5,1,0.31,0.32,8.615686936108395,0.4534539296004954,3.1935483870967736,0.5498497486114502,0.005498497486114502
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,0.5,2,1.0,0.36,3.8206091225357226,0.45066373430804796,3.05,5.803930044174194,0.058039300441741944
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,0.5,2,1.0,0.44,5.212791848334185,0.44817333306553,3.4099999999999993,5.803930044174194,0.058039300441741944
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,0.5,2,0.98,0.54,7.0655210381669695,0.44906077794452076,3.8673469387755097,5.803930044174194,0.058039300441741944
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,0.5,2,0.93,0.54,7.791337319598,0.44702475351188437,4.193548387096774,5.803930044174194,0.058039300441741944
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,0.5,2,0.85,0.56,9.122120102838032,0.4456373148435101,4.447058823529412,5.803930044174194,0.058039300441741944
FICO,XGBoost,split,tlps,100,Baseline,0.0,1.0,1,1.0,0.23,1.4253921857873502,0.44504257595138363,1.6400000000000003,0.755316972732544,0.00755316972732544
FICO,XGBoost,split,tlps,100,Baseline,0.0,1.0,2,1.0,0.23,1.2575618726903643,0.44946917711798734,1.7900000000000003,7.518571853637695,0.07518571853637696
FICO,XGBoost,split,tlps,100,Baseline,0.0,0.5,1,1.0,0.21,1.571193620741844,0.44557507323312107,1.6500000000000001,0.39261507987976074,0.003926150798797608
FICO,XGBoost,split,tlps,100,Baseline,0.0,0.5,2,1.0,0.21,1.3564496752353412,0.4501458335346393,1.7100000000000002,4.362012147903442,0.04362012147903442
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,1.0,1,0.95,0.37,3.627911331671147,0.45394716824553666,2.3684210526315796,0.7521750926971436,0.007521750926971435
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,1.0,1,0.87,0.43,4.843950013543785,0.4525514228272291,2.724137931034483,0.7521750926971436,0.007521750926971435
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,1.0,1,0.78,0.39,6.427052452722706,0.4496858266618259,3.051282051282051,0.7521750926971436,0.007521750926971435
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,1.0,1,0.55,0.38,6.9798756775005275,0.4477371182745824,3.327272727272727,0.7521750926971436,0.007521750926971435
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,1.0,1,0.33,0.28,8.582299023895617,0.4565810930894106,3.2121212121212124,0.7521750926971436,0.007521750926971435
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,1.0,2,1.0,0.31,3.0846002425132646,0.4443598570728553,2.6999999999999997,7.333797931671143,0.07333797931671143
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,1.0,2,1.0,0.33,4.040268817301464,0.44564964311628585,3.13,7.333797931671143,0.07333797931671143
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,1.0,2,1.0,0.38,5.358721844977236,0.4468511144038191,3.56,7.333797931671143,0.07333797931671143
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,1.0,2,0.98,0.46,6.76994563544689,0.4477251949366092,4.091836734693877,7.333797931671143,0.07333797931671143
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,1.0,2,0.94,0.46,8.638032048944012,0.45236847899127913,4.361702127659575,7.333797931671143,0.07333797931671143
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,0.5,1,0.92,0.33,3.9073982333043404,0.448377210807687,2.369565217391304,0.4074528217315674,0.004074528217315674
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,0.5,1,0.83,0.39,5.441381863672487,0.44619737240329327,2.807228915662651,0.4074528217315674,0.004074528217315674
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,0.5,1,0.68,0.4,6.105552395629256,0.4399057598263789,3.0588235294117645,0.4074528217315674,0.004074528217315674
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,0.5,1,0.46,0.34,6.953699562737521,0.44005136671697664,3.282608695652174,0.4074528217315674,0.004074528217315674
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,0.5,1,0.24,0.24,8.103188897422122,0.4440579128936428,3.25,0.4074528217315674,0.004074528217315674
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,0.5,2,1.0,0.31,3.3796050125051376,0.4477829950192568,2.7599999999999993,4.307543039321899,0.043075430393219
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,0.5,2,1.0,0.39,4.297105783997716,0.4496450719728075,3.2299999999999995,4.307543039321899,0.043075430393219
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,0.5,2,1.0,0.42,5.411547877053377,0.45128695431188964,3.7500000000000004,4.307543039321899,0.043075430393219
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,0.5,2,0.98,0.48,6.668557536802146,0.4500845702799522,4.010204081632653,4.307543039321899,0.043075430393219
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,0.5,2,0.94,0.56,9.259124442417535,0.45228964024524176,4.702127659574467,4.307543039321899,0.043075430393219
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,1.0,1,0.92,0.32,3.354579200278416,0.44812462592843444,2.3913043478260874,0.9436788558959961,0.009436788558959961
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,1.0,1,0.84,0.4,4.810902334034712,0.44574920827100006,2.678571428571429,0.9436788558959961,0.009436788558959961
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,1.0,1,0.75,0.4,5.853464752253978,0.44108295775766965,2.9466666666666668,0.9436788558959961,0.009436788558959961
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,1.0,1,0.62,0.35,6.137694983469894,0.4364079734704382,3.048387096774193,0.9436788558959961,0.009436788558959961
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,1.0,1,0.51,0.35,7.2945279406870815,0.43169295148582487,3.2156862745098036,0.9436788558959961,0.009436788558959961
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,1.0,2,1.0,0.31,2.8798120555742277,0.44424294882196064,2.6199999999999997,9.49248719215393,0.09492487192153931
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,1.0,2,1.0,0.33,3.9140923794022244,0.44548268299613064,2.9599999999999995,9.49248719215393,0.09492487192153931
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,1.0,2,1.0,0.35,5.177646411002903,0.44522305313662364,3.5599999999999996,9.49248719215393,0.09492487192153931
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,1.0,2,0.97,0.44,6.327464209032725,0.44674887618049963,3.865979381443299,9.49248719215393,0.09492487192153931
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,1.0,2,0.91,0.47,7.188132331702321,0.44773932871657696,4.043956043956044,9.49248719215393,0.09492487192153931
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,0.5,1,0.91,0.29,3.505652862511598,0.4518281921579213,2.3846153846153846,0.5591096878051758,0.005591096878051757
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,0.5,1,0.81,0.38,4.841553059260013,0.4465516319685991,2.716049382716049,0.5591096878051758,0.005591096878051757
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,0.5,1,0.65,0.33,5.428344060188312,0.43968486449640415,2.8461538461538463,0.5591096878051758,0.005591096878051757
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,0.5,1,0.53,0.34,5.478217753575999,0.4382464593317966,2.9056603773584913,0.5591096878051758,0.005591096878051757
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,0.5,1,0.42,0.3,6.420248458446312,0.43663458943249217,2.976190476190476,0.5591096878051758,0.005591096878051757
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,0.5,2,1.0,0.33,3.136648690303107,0.44231542448909567,2.6699999999999995,5.674877166748047,0.05674877166748047
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,0.5,2,1.0,0.43,4.244661702277186,0.44354984347248316,3.2999999999999994,5.674877166748047,0.05674877166748047
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,0.5,2,0.99,0.46,5.271144106837985,0.44239065647308135,3.646464646464646,5.674877166748047,0.05674877166748047
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,0.5,2,0.99,0.47,6.513325274118967,0.4417722729719659,4.08080808080808,5.674877166748047,0.05674877166748047
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,0.5,2,0.94,0.47,8.274855783488338,0.4435988073069404,4.3936170212765955,5.674877166748047,0.05674877166748047
FICO,XGBoost,split,tlps,100,Baseline,0.0,1.0,1,1.0,0.31,1.612740142717122,0.45065080477393876,1.7100000000000004,0.7314610481262207,0.007314610481262207
FICO,XGBoost,split,tlps,100,Baseline,0.0,1.0,2,1.0,0.26,1.3517865189613771,0.44329190688103737,1.8399999999999999,7.340353012084961,0.0734035301208496
FICO,XGBoost,split,tlps,100,Baseline,0.0,0.5,1,1.0,0.3,1.79209600892156,0.4434031544430389,1.7000000000000002,0.406994104385376,0.00406994104385376
FICO,XGBoost,split,tlps,100,Baseline,0.0,0.5,2,1.0,0.25,1.5023885573934916,0.4496333103492608,1.8300000000000003,4.534188985824585,0.04534188985824585
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,1.0,1,0.95,0.41,4.821084509499283,0.4468091275827066,2.631578947368421,0.7436740398406982,0.007436740398406983
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,1.0,1,0.9,0.41,5.873150550579982,0.44847307430487376,2.944444444444444,0.7436740398406982,0.007436740398406983
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,1.0,1,0.77,0.45,6.986394442240128,0.453152172706783,3.051948051948052,0.7436740398406982,0.007436740398406983
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,1.0,1,0.56,0.36,7.960046945114885,0.45142570090127737,3.1250000000000004,0.7436740398406982,0.007436740398406983
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,1.0,1,0.38,0.27,10.938088892302872,0.45366463014739916,3.3157894736842106,0.7436740398406982,0.007436740398406983
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,1.0,2,1.0,0.34,3.28119043019429,0.4533543585821036,2.7999999999999994,7.546211004257202,0.07546211004257203
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,1.0,2,1.0,0.35,4.589414683288406,0.4550861336544476,3.2599999999999993,7.546211004257202,0.07546211004257203
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,1.0,2,1.0,0.43,5.963850676909131,0.45618567129853466,3.68,7.546211004257202,0.07546211004257203
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,1.0,2,0.98,0.52,8.107229926825054,0.45936197425018416,4.122448979591836,7.546211004257202,0.07546211004257203
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,1.0,2,0.91,0.56,10.384366473424889,0.4651190270110037,4.417582417582418,7.546211004257202,0.07546211004257203
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,0.5,1,0.92,0.38,5.2304720895430545,0.4455709642714141,2.6630434782608696,0.43055224418640137,0.004305522441864013
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,0.5,1,0.83,0.41,5.879574006307354,0.4463364220493084,2.903614457831325,0.43055224418640137,0.004305522441864013
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,0.5,1,0.66,0.4,6.579472600504321,0.4485287140999978,3.0454545454545454,0.43055224418640137,0.004305522441864013
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,0.5,1,0.51,0.37,8.074867995840112,0.4484196852524704,3.156862745098039,0.43055224418640137,0.004305522441864013
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,0.5,1,0.34,0.24,11.172181814199423,0.44808800490780404,3.3235294117647056,0.43055224418640137,0.004305522441864013
FICO,XGBoost,split,tlps,100,DiRARTE-W,1.5,0.5,2,1.0,0.4,3.5841793675886544,0.4441999738799177,2.9299999999999997,4.534909963607788,0.04534909963607788
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.0,0.5,2,1.0,0.36,4.8441766973744045,0.4444530989366632,3.41,4.534909963607788,0.04534909963607788
FICO,XGBoost,split,tlps,100,DiRARTE-W,2.5,0.5,2,0.99,0.48,6.1073171218705715,0.45000859944362764,3.737373737373737,4.534909963607788,0.04534909963607788
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.0,0.5,2,0.98,0.57,8.143816559205897,0.4518918474789397,4.224489795918367,4.534909963607788,0.04534909963607788
FICO,XGBoost,split,tlps,100,DiRARTE-W,3.5,0.5,2,0.87,0.55,9.385394256585814,0.4551462807588536,4.252873563218392,4.534909963607788,0.04534909963607788
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,1.0,1,0.93,0.39,4.199079875638218,0.4425653402441532,2.462365591397849,0.963547945022583,0.00963547945022583
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,1.0,1,0.86,0.44,6.4084323713717,0.4411392202910074,2.930232558139535,0.963547945022583,0.00963547945022583
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,1.0,1,0.66,0.4,6.056283693405496,0.44213210333801195,2.9545454545454546,0.963547945022583,0.00963547945022583
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,1.0,1,0.52,0.32,7.752786545870593,0.4403182432659281,3.038461538461538,0.963547945022583,0.00963547945022583
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.1,1.0,1,0.42,0.28,9.226977065106729,0.44207304597343366,3.2619047619047614,0.963547945022583,0.00963547945022583
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.02,1.0,2,1.0,0.36,3.2568765370450645,0.4506712848914016,2.8500000000000005,9.809875011444092,0.09809875011444091
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.04,1.0,2,1.0,0.39,4.997593455434789,0.45263174511171106,3.2800000000000002,9.809875011444092,0.09809875011444091
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.06,1.0,2,0.99,0.51,5.925772213376587,0.45166606239134566,3.7575757575757573,9.809875011444092,0.09809875011444091
FICO,XGBoost,split,tlps,100,DiRARTE-X,0.08,1.0,2,0.98,0.5,7.685965301246088,0.455709188097301,4.091836734693877,9.809875011444092,0.09809875011444091
